,name,price,location,rating,cancelation,specifications,link
161,Bergluft am Vierwaldstättersee-neue voll ausgestattete Ferienwohnung mit Parking,"$2,122","Emmetten, Nidwalden",empty,Cancelación gratuita,70 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/c1e64cfa2c3c66d933669943fcb818fe?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
162,"Ferienwohnung, Auszeit in den Bergen","$1,661","Glaris Sur, Glaris",empty,Cancelación gratuita,65 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/e79d8c047d9935469769b849d0052dab?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
163,Modern eingerichtete Ferienwohnung in Andermatt,"$1,553","Andermatt, Uri",empty,Muy solicitado,85 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/cf3d4e506e7b8b63abe2514c11a3ee1e?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A50%2B02%3A00&id=match5638a5f77c94c&directId=cf3d4e506e7b8b63abe2514c11a3ee1e&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956790&clickId=FTVVJ3FTHHQSV8XS&sT=withDates&pCon=1659.0176902115%7CUSD%7C2021-06-01%7C13%7C2%7C1616956790%7C0%7C0%7C1616956790%7C2%7C0%7C0&prodName=JM&prodSource=Search
164,Haus Royal,$842,"Randa, Cantón del Valais",empty,Cancelación gratuita,50 m² Apartamento ∙ 2 personas,/rental/acba4ad4cc8b8ca6cdef2beaf02406c8?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
165,MASTER APARTMENT,"$4,335","Morcote, Cantón del Tesino",empty,Muy solicitado,200 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/0654e76d40c27ab3e68b4de1a4751eb6?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A50%2B02%3A00&id=c2b102269a2d2165&directId=0654e76d40c27ab3e68b4de1a4751eb6&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956790&clickId=QQ72582J1YDFC97Y&sT=withDates&pCon=4424.8201127075%7CUSD%7C2021-06-01%7C13%7C2%7C1616956790%7C0%7C0%7C1616956790%7C2%7C0%7C0&prodName=JM&prodSource=Search
166,Apartamento Allod-Park,"$1,376","Davos, Grisones",empty,empty,55 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/3aa07c00468e9cef284cf2d520085ee1?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A50%2B02%3A00&id=match5464a1a13d075&directId=3aa07c00468e9cef284cf2d520085ee1&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956790&clickId=N56LFGFR6X8JQD53&sT=withDates&pCon=1375.2%7CUSD%7C2021-06-01%7C13%7C2%7C1616956790%7C0%7C0%7C1616956790%7C2%7C0%7C0&prodName=JM&prodSource=Search
167,PERLA BLANCA Lausana,"$1,461","Lausana, Cantón de Vaud",empty,Cancelación gratuita,48 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/36c33668f9e55af455082229125295c2?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
168,Bel appartement au centre de Champéry avec vue,"$1,464","Champéry, Cantón del Valais",empty,empty,55 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/d8599b0e9cba6cab8685e3388a14fc6e?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
169,Sole Di Caffè Maya,"$1,476","Vacallo, Cantón del Tesino",empty,Cancelación gratuita,Casa ∙ 2 habitaciones ∙ 5 personas,/rental/0d18ffbb071975f976b7b2455ce2f0e6?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
170,"Grimentz - Un moderno apartamento de esquí de 2 dormitorios (para 4 personas), frente a la pista","$1,695","Grimentz, Cantón del Valais",empty,empty,Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/940a75151d09fd3f5bda5ed7ca8bca75?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
171,Apart Kleinstein-Maass Nr. 1,$708,"Samnaun, Grisones",empty,Muy solicitado,32 m² Apartamento ∙ 1 habitación ∙ 3 personas,/rental/d23c40dbd5c5cc8c5ec5bce0d494dfea?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A52%2B02%3A00&id=match563904351567e&directId=d23c40dbd5c5cc8c5ec5bce0d494dfea&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956792&clickId=M1SPV4D8TCNH67RF&sT=withDates&pCon=859.55752336269%7CUSD%7C2021-06-01%7C13%7C2%7C1616956792%7C0%7C0%7C1616956792%7C2%7C0%7C0&prodName=JM&prodSource=Search
172,"Exterior: Apartamento en la planta baja de un chalet, cerca del funicular, para 2 a 4 personas, g",$614,"Saint-Luc, Cantón del Valais",empty,Cancelación gratuita,40 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/6e080deaae43454c69a5f5f7d27120b4?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
173,Blick auf herrliche Bergwelt,"$1,983","Schmitten, Grisones",empty,Muy solicitado,80 m² Apartamento ∙ 3 habitaciones ∙ 5 personas,/rental/471f96173ee9f62deeefbbb046ac104d?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A52%2B02%3A00&id=18f019a26c3992dd&directId=471f96173ee9f62deeefbbb046ac104d&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956792&clickId=XT5B9L1BQR9T81GZ&sT=withDates&pCon=2161.2577480011%7CUSD%7C2021-06-01%7C13%7C2%7C1616956792%7C0%7C0%7C1616956792%7C2%7C0%7C0&prodName=JM&prodSource=Search
174,Casa de lujo Klosters en el corazón del pueblo,"$2,869","Klosters-Serneus, Grisones",empty,Cancelación gratuita,85 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/b1a2d7d10713e14e6668ca771b4a01cc?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
175,New renovated flat in protected chalet,"$1,942","Interlaken, Cantón de Berna",empty,Cancelación gratuita,92 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/cb801723b6a4f3edaa9d592cc7ba195e?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
176,"Swiss Chalet in the calm village of Albinen near Leukerbad, Valais","$1,698","Albinen, Cantón del Valais",empty,empty,46 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/e2d84ccc74a754100a9bc4ad11af67bd?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
177,empty,"$4,844","Zermatt, Cantón del Valais",empty,Piscina,empty,/rental/6477b12930f507c2?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A53%2B02%3A00&id=8b085765a419c50d&directId=6477b12930f507c2&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956793&clickId=R69D41YSHN5D73QG&sT=withDates&pCon=4843.9915341933%7CUSD%7C2021-06-01%7C13%7C2%7C1616956793%7C0%7C0%7C1616956793%7C2%7C0%7C0&prodName=JM&prodSource=Search
178,Ferienwohnung Fischer mit grossem Hallenbad in Klosters Haus Fluretta,"$1,592","Klosters-Serneus, Grisones",empty,Piscina,34 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/380fd8ffa0cbc51fd194051537dc2b30?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
179,Haus Zayetta - Amplio apartamento loft para 4-5.,"$7,287","Zermatt, Cantón del Valais",empty,Cancelación gratuita,Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/2561dd578b7ae0d23ec04809062c1835?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
180,Chesa Il Rifugio 1,"$6,088","Sankt Moritz, Grisones",empty,Muy solicitado,150 m² Apartamento ∙ 3 habitaciones ∙ 6 personas,/rental/0b34550e02bcfa3a5394715b7ffb67a2?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A53%2B02%3A00&id=match56d96f14722a1&directId=0b34550e02bcfa3a5394715b7ffb67a2&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956793&clickId=WNDH1Q56T6PHB6YF&sT=withDates&pCon=6406.6346490156%7CUSD%7C2021-06-01%7C13%7C2%7C1616956793%7C0%7C0%7C1616956793%7C2%7C0%7C0&prodName=JM&prodSource=Search
181,Alphaven - Apartment C,"$2,591","Engelberg, Cantón de Obwalden",empty,empty,90 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/9970be237dcebd58ee710640ed66811f?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
182,San Marco Vip,"$2,431","Flüelen, Uri",empty,Cancelación gratuita,24 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/13aa1d2918fdcd0b0f536f52df4bfae7?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
183,"Hermoso chalet en 3918 Lauchernalp, Wiler, Valais","$1,538","Wiler (Lötschen), Cantón del Valais",empty,Cancelación gratuita,Casa ∙ 1 habitación ∙ 6 personas,/rental/16c94c379e2683db720aba7a4f8cb0d2?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
184,"Chalet Narnia, Grimentz. Traditional cosy chalet with stunning views. Sleeps 6","$1,987","Grimentz, Cantón del Valais",empty,empty,Casa ∙ 3 habitaciones ∙ 6 personas,/rental/9c2f17ec401f9684df2c3d7b9b0aaf7a?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
185,"Apartamento de 2 habitaciones para 2 personas, en una zona tranquila cerca del centro.","$1,248","Adelboden, Cantón de Berna",empty,Cancelación gratuita,45 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/fd5f9dfe7f67b6757ce85a97d26be6ca?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
186,Apartamento nuevo cerca de Bettmeralp / zona de senderismo,"$1,415","Grengiols, Cantón del Valais",empty,Cancelación gratuita,75 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/7468bffa46e5b9fe5fee93c35f122600?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
187,"Chesa Betschla ""Palü"" - Bergbahnen inklusiv im Sommer und ÖV Oberengadin inbegriffen für Sommer und Winter","$1,415","Pontresina, Grisones",empty,Muy solicitado,53 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/d175432208f517ce22a2f2d497ea901a?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A55%2B02%3A00&id=match5676cedd6c5d8&directId=d175432208f517ce22a2f2d497ea901a&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956795&clickId=WXJ3RWDH4Y5T6YSD&sT=withDates&pCon=1520.6710858521%7CUSD%7C2021-06-01%7C13%7C2%7C1616956795%7C0%7C0%7C1616956795%7C2%7C0%7C0&prodName=JM&prodSource=Search
188," Apartamento La Schmetta, Lenzerheide","$1,359","Vaz/Obervaz, Grisones",empty,Cancelación gratuita,80 m² Casa ∙ 2 habitaciones ∙ 5 personas,/rental/dcadecb0a4e1a925f60da36fe9285880?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
189,"Chalet independiente Valais, Suiza, Valais, Fiesch","$1,307","Fiesch, Cantón del Valais",empty,Cancelación gratuita,65 m² Casa ∙ 2 habitaciones ∙ 4 personas,/rental/e32bcb64d4dc17a3a3389b7f5078aa0e?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
190,"Apartamento Maiensäss Bostg Cabernard Brigels en Breil/Brigels - 4 personas, 1 dormitorios","$1,170","Breil/Brigels, Grisones",empty,empty,32 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/d2415abff26d7d813baf30297035a5cb?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A55%2B02%3A00&id=match557161c690e4f&directId=d2415abff26d7d813baf30297035a5cb&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956795&clickId=QP31LPK82TWXSSYF&sT=withDates&pCon=1170%7CUSD%7C2021-06-01%7C13%7C2%7C1616956795%7C0%7C0%7C1616956795%7C2%7C0%7C0&prodName=JM&prodSource=Search
191,Chalet familiar independiente con fantásticas vistas y totalmente equipado.,"$2,153","Riederalp, Cantón del Valais",empty,Cancelación gratuita,Casa ∙ 3 habitaciones ∙ 6 personas,/rental/fc51316e343db22a8a9c11b3afda97a2?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
192,Apartamento luminoso con bonitas vistas de las montañas y el pueblo,"$1,753","Ormont-Dessus, Cantón de Vaud",empty,Cancelación gratuita,53 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/da8c31bd9a8b819ec2af94eb2ce47930?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
193,"Apartamento Casa Pia en Zermatt - 2 personas, 1 dormitorios","$1,170","Zermatt, Cantón del Valais",empty,empty,25 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/713b1f0612b16f20a0e0bbbf1cbd756f?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A56%2B02%3A00&id=cc2fafd050a9a9d5&directId=713b1f0612b16f20a0e0bbbf1cbd756f&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956796&clickId=S8VPQJPVHHWMKMHF&sT=withDates&pCon=1170%7CUSD%7C2021-06-01%7C13%7C2%7C1616956796%7C0%7C0%7C1616956796%7C2%7C0%7C0&prodName=JM&prodSource=Search
194,"Bonito estudio grande con wifi. Una cocina abierta, 4 fogones, microondas, nevera, horno, horno.",$770,"Ayent, Cantón del Valais",empty,Cancelación gratuita,39 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/926f5256a44632094427f689d74ef71d?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
195,Chasa Rachögna,"$1,553","Scuol, Grisones",empty,empty,65 m² Apartamento ∙ 1 habitación ∙ 5 personas,/rental/34aaac0001d779da13b26b1b630b1be2?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
196,Sonnendurchflutete Familienwohnung,"$2,460","Breil/Brigels, Grisones",empty,Cancelación gratuita,Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/e45bdd23e8d02e29def3915246391cf9?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
197,Ches'Arsa,"$1,661","La Punt-Chamues-ch, Grisones",empty,Cancelación gratuita,55 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/4ab4c3c53008f470773e93e2bb258275?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
198,1939358,"$1,153","Sankt Niklaus, Cantón del Valais",empty,Muy solicitado,55 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/ac7b8dfc1d46fcbf92ec16a80ab9ae94?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A57%2B02%3A00&id=cc1117290454a248&directId=ac7b8dfc1d46fcbf92ec16a80ab9ae94&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956797&clickId=CQG825B073BY1QT4&sT=withDates&pCon=1291.2881277819%7CUSD%7C2021-06-01%7C13%7C2%7C1616956797%7C0%7C0%7C1616956797%7C2%7C0%7C0&prodName=JM&prodSource=Search
199,Apartment Nussbaum,"$2,164","Grindelwald, Cantón de Berna",empty,Muy solicitado,75 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/56d8b9387c038825da28a548c9624385?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A57%2B02%3A00&id=20be2f30672aeccb&directId=56d8b9387c038825da28a548c9624385&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956797&clickId=H8D1RFX86Q2LLVKK&sT=withDates&pCon=2677.2394274072%7CUSD%7C2021-06-01%7C13%7C2%7C1616956797%7C0%7C0%7C1616956797%7C2%7C0%7C0&prodName=JM&prodSource=Search
200,"Apartamento nuevo y elegante para 4 personas, cerca de los teleféricos.","$1,567","Adelboden, Cantón de Berna",empty,Cancelación gratuita,77 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/a481bf3bec872a5ed4869034ac29f938?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
201,FeWo Fernsicht Crystal,"$1,523","Adelboden, Cantón de Berna",empty,Cancelación gratuita,45 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/2331951660c34c146c9b4351f9c69dd9?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
202,Haus am Golfplatz,"$1,384","Klosters-Serneus, Grisones",empty,empty,80 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/f7c9366632122a2c6a3e317ef1ddc9c4?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
203,Estudio para 2-4 personas en ladera orientada al sur con hermosas vistas.,$833,"Jaun, Friburgo",empty,Cancelación gratuita,40 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/0506e095dd7d9daebfdfe48b7a8f5721?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
204,Bonito y luminoso apartamento de vacaciones,"$1,384","La Punt-Chamues-ch, Grisones",empty,Cancelación gratuita,55 m² Apartamento ∙ 1 habitación ∙ 2 personas,/rental/e670f215af06f55428c619518686bca0?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
205,Ferienwohnung PARDI,"$1,800","Lantsch/Lenz, Grisones",empty,Cancelación gratuita,60 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/962fb2f6adb2f433562549b7877497de?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
206,1639258,$784,"Tschierv, Grisones",empty,Muy solicitado,60 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/0f6bfa5bdbe09610b5fe88f8986928a4?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A39%3A58%2B02%3A00&id=match563b639c9bc69&directId=0f6bfa5bdbe09610b5fe88f8986928a4&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956798&clickId=MRFLYQLC2507S2KV&sT=withDates&pCon=989.27986665888%7CUSD%7C2021-06-01%7C13%7C2%7C1616956798%7C0%7C0%7C1616956798%7C2%7C0%7C0&prodName=JM&prodSource=Search
207,Casa Arnika,"$1,702","Disentis/Mustér, Grisones",empty,empty,72 m² Apartamento ∙ 2 habitaciones ∙ 4 personas,/rental/5bb985cc25f6104e8a71ecb1911fa3ea?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A00%2B02%3A00&id=e20a75b5b7c6d358&directId=5bb985cc25f6104e8a71ecb1911fa3ea&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&pa=not_allowed&blts=1616956800&clickId=4B8FW1C3KXSTXV33&sT=withDates&pCon=1819.636231202%7CUSD%7C2021-06-01%7C13%7C2%7C1616956800%7C0%7C0%7C1616956800%7C2%7C0%7C0&prodName=JM&prodSource=Search
208,Alquiler pequeño chalet leukerbad,"$1,538","Inden, Cantón del Valais",empty,Cancelación gratuita,Casa ∙ 2 habitaciones ∙ 4 personas,/rental/bf5a8bc11bcb526550952b3dbf65cd11?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
209,Edelweiss Viamala,"$2,434","Flims, Grisones",empty,empty,80 m² Casa ∙ 2 habitaciones ∙ 4 personas,/rental/1f1a16454fee9f7b570378159c30d326?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
210,Rustici della Verzasca Ferien Wohnungen,"$1,540","Vogorno, Cantón del Tesino",empty,Cancelación gratuita,Habitación para huéspedes,/rental/7cf47ca62db559d1513114cef0ba3c69?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
211,Apartment Roccabella,"$2,492","Davos, Grisones",empty,empty,100 m² Apartamento ∙ 2 habitaciones ∙ 5 personas,/rental/match56e18fcdaa93d?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
212,Apartamento de 2 1/2 habitaciones con solárium Crans-Montana,$861,"Mollens, Cantón del Valais",empty,Cancelación gratuita,60 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/7d63ddd80310af959b3db26f2cfef82a?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
213,Apartamento Les Fougères,"$1,306","Bullet, Cantón de Vaud",empty,empty,36 m² Apartamento ∙ 1 habitación ∙ 4 personas,/rental/ff49728b5e9882734219a3b5aa934924?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A01%2B02%3A00&id=match53e342206bdd0&directId=ff49728b5e9882734219a3b5aa934924&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956801&clickId=5PTY17V5YHC4YJ98&sT=withDates&pCon=1305.6%7CUSD%7C2021-06-01%7C13%7C2%7C1616956801%7C0%7C0%7C1616956801%7C2%7C0%7C0&prodName=JM&prodSource=Search
214,"Apartamento Chalet Almisgässli en Grindelwald - 5 personas, 3 dormitorios","$2,597","Grindelwald, Cantón de Berna",empty,empty,90 m² Apartamento ∙ 3 habitaciones ∙ 5 personas,/rental/fc3eaf2f5474d04130e70c57fd24b837?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A01%2B02%3A00&id=match55c8ce9b2e12d&directId=fc3eaf2f5474d04130e70c57fd24b837&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956801&clickId=RPLGG1SNG58S8CLF&sT=withDates&pCon=2596.8%7CUSD%7C2021-06-01%7C13%7C2%7C1616956801%7C0%7C0%7C1616956801%7C2%7C0%7C0&prodName=JM&prodSource=Search
215,Richmond - 303,"$1,163","Davos, Grisones",empty,Cancelación gratuita,29 m² Apartamento ∙ 3 personas,/rental/7b1c80959b16fe5b6f68ad1d9d9b137a?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
216,Céntricamente ubicado con hermosas vistas.,"$1,190","Sankt Moritz, Grisones",empty,Cancelación gratuita,38 m² Apartamento ∙ 1 habitación ∙ 3 personas,/rental/900735e94eb94a7dcca5936299128be7?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&pricetype=totalPrice&searchId=abf6fdb4fbcda363
217,"Casa de vacaciones Bosco, TICINO TICKET Inklusive!","$1,347","Monteggio, Cantón del Tesino",empty,Piscina,Complejo vacacional ∙ 5 habitaciones ∙ 7 personas,/rental/cf1c9c6ed6fd74cb498b9c263e138117?duration=13&location=5460aea910151&arrival=2021-06-01&persons=2&adults=2&bedrooms=1&bathrooms=1&pricetype=totalPrice&timestamp=2021-03-28T20%3A40%3A02%2B02%3A00&id=dd3b3098afbbd8d7&directId=cf1c9c6ed6fd74cb498b9c263e138117&searchId=abf6fdb4fbcda363&screen=search&isHotel=0&blts=1616956802&clickId=3JWG8HPQMMPYKJV9&sT=withDates&pCon=1346.4%7CUSD%7C2021-06-01%7C13%7C2%7C1616956802%7C0%7C0%7C1616956802%7C2%7C0%7C0&prodName=JM&prodSource=Search
